gen,nevals,Avg,Std,Min,MinTotal,Max
970,62,1.07,0.3536947836765479,1.0,1200.0,3.0
971,63,22.76,131.1743968920764,1.0,1200.0,1086.0
972,55,17.38,92.96513109763252,1.0,1200.0,547.0
973,60,39.08,158.3193405746752,1.0,1200.0,1085.0
974,65,17.34,92.56189496763776,1.0,1200.0,544.0
975,59,11.94,75.93850406743601,1.0,1200.0,544.0
976,55,17.32,92.56531531842799,1.0,1200.0,545.0
977,52,1.07,0.3536947836765478,1.0,1200.0,4.0
978,46,39.09,158.38498003283016,1.0,1200.0,1086.0
979,46,6.44,53.92667614455763,1.0,1200.0,543.0
980,61,11.91,75.87135098309507,1.0,1200.0,543.0
981,54,6.44,54.0269044088221,1.0,1200.0,544.0
982,43,17.38,92.6726259474717,1.0,1200.0,546.0
983,62,6.53,54.22037532146011,1.0,1200.0,546.0
984,52,1.06,0.36932370625238786,1.0,1200.0,4.0
985,73,6.52,54.22074879600981,1.0,1200.0,546.0
986,67,22.81,106.38850454818886,1.0,1200.0,546.0
987,55,28.22,118.05418925222432,1.0,1200.0,544.0
988,64,11.97,107.94549133706325,1.0,1200.0,1086.0
989,46,11.98,76.21810546057937,1.0,1200.0,546.0
990,44,6.44,53.926676144557646,1.0,1200.0,543.0
991,61,1.05,0.2598076211353317,1.0,1200.0,3.0
992,52,6.43,53.92740583413965,1.0,1200.0,543.0
993,53,22.73,106.25100987755363,1.0,1200.0,544.0
994,43,6.5,53.922444306615034,1.0,1200.0,543.0
995,52,6.49,53.922443379357375,1.0,1200.0,543.0
996,44,11.93,76.08275165896673,1.0,1200.0,545.0
997,71,11.97,76.00545440953563,1.0,1200.0,544.0
998,49,11.9,75.9433341380269,1.0,1200.0,544.0
999,46,1.11,0.46679760067935233,1.0,1200.0,4.0
1000,52,6.46,54.12567228219897,1.0,1200.0,545.0
1001,60,1.04,0.24166091947189142,1.0,1200.0,3.0
1002,47,6.61,53.911945800536635,1.0,1200.0,543.0
1003,50,6.49,54.02267949667066,1.0,1200.0,544.0
1004,53,22.84,106.43370894599137,1.0,1200.0,546.0
1005,45,6.48,54.02360224938726,1.0,1200.0,544.0
1006,67,11.87,75.87603771942759,1.0,1200.0,543.0
1007,66,28.22,118.28284575541798,1.0,1200.0,545.0
1008,63,6.47,53.923919553385616,1.0,1200.0,543.0
1009,48,6.45,53.92557371043911,1.0,1200.0,543.0
1010,60,17.38,92.73087727396954,1.0,1200.0,545.0
1011,65,11.94,75.86762418845075,1.0,1200.0,543.0
1012,60,6.5,54.02175487708632,1.0,1200.0,544.0
1013,55,6.55,54.318758270048846,1.0,1200.0,547.0
1014,50,11.98,76.2184990668276,1.0,1200.0,547.0
1015,47,11.91,75.87082377304203,1.0,1200.0,543.0
